section_title,count
"4.2. IN THE EVENT OF DAMAGE, LOSS, RUST AND / OR DEFECT OF THE GOODS RESULTING FROM IMPROPER OR INAPPROPRIATE PACKAGING AND / OR HANDLING OF THE GOODS THROUGH THE FAULT OF THE SELLER, OR THE GOODS DEEMED TO HAVE A VISUAL DEFECT IN THE MATERIAL OR WORKMANSHIP OF THE GOODS (""DEFECTIVE GOODS""), THEN, UPON ACCEPTANCE OF THE BUYER'S CLAIMS IN RESPECT OF SUCH DEFECTIVE GOODS, THE SELLER, IN ITS SOLE DISCRETION, TO CHOOSE ONE OF THE FOLLOWING ACTIONS:",1
"4.3. IF THERE ARE DEFECTS IN THE QUALITY OF THE GOODS (""CONCEALED DEFECTS OF THE GOODS"") IDENTIFIED UPON RECEIPT OF THE GOODS AND/OR DURING THE WARRANTY PERIOD, THE BUYER HAS THE RIGHT, AT THE DISCRETION OF THE SELLER AND BY MUTUAL AGREEMENT, TO CHOOSE ONE OF THE FOLLOWING ACTIONS:",1
"4.6. SUBMISSION OF A COMPLAINT (""COMPLAINT"") FOR ANY DELAY IN THE DELIVERY OF GOODS, GOODS THAT DO NOT MEET THE SPECIFICATION OR DEFECTIVE GOODS MUST BE PROPERLY EXECUTED, OFFICIALLY REGISTERED AND TRANSMITTED TO THE SELLER BY THE BUYER IN WRITING BY FACSIMILE, TELEX, TELEGRAM OR E-MAIL, WITHIN 90 CALENDAR DAYS FROM THE DATE OF ARRIVAL OF THE GOODS ON THE TERRITORY OF THE BUYER AND REGISTRATION OF THE CARGO CUSTOMS DECLARATION (CCD) IN THE RUSSIAN FEDERATION OR DURING THE WARRANTY PERIOD FOR GOODS WITH CONCEALED DEFECTS.",1
"6.3. IN CASE OF DELAY OF PAYMENT FOR THE GOODS BY THE BUYER’S FAULT, THE SELLER HAS THE RIGHT TO COLLECT THE PENALTY FROM THE BUYER AT THE RATE OF 0.2% FROM THE PRICE OF DELAYED PAYMENT PER EVERY DAY OF DELAY, BUT NO MORE THAN 10% OF SUCH PRICE.",1
"7.1. WHEN FULFILLING THEIR OBLIGATIONS UNDER THIS CONTRACT, THE PARTIES, THEIR AFFILIATES, EMPLOYEES OR INTERMEDIARIES DO NOT PAY, DO NOT OFFER TO PAY AND DO NOT ALLOW THE PAYMENT OF ANY MONETARY FUNDS OR VALUES, DIRECTLY OR INDIRECTLY, TO ANY PERSONS TO INFLUENCE THE ACTIONS OR DECISIONS OF THESE PERSONS IN ORDER TO OBTAIN ANY UNLAWFUL ADVANTAGES OR TO ACHIEVE OTHER UNLAWFUL GOALS.",1
"ARTICLE 7. FORCE MAJEURE",1
"ARTICLE 8. OTHER CLAUSES",1
"8.2. THIS CONTRACT COMES INTO FORCE BEING SUBJECT TO SIGNING OF PRESENT CONTRACT BY THE PARTIES.",1
"ARTICLE 9. LEGAL ADDRESSES AND REQUISITES OF THE PARTIES",1
"ПРЕДМЕТ КОНТРАКТА / 1.1. ПРОДАВЕЦ ПРОДАЁТ, А ПОКУПАТЕЛЬ ПОКУПАЕТ ЗАПАСНЫЕ ЧАСТИ ДЛЯ ОБОРУДОВАНИЯ (ДАЛЕЕ - «ТОВАР») НА УСЛОВИЯХ ПОСТАВКИ ___________, ИНКОНТЕРМС-2020 В КОЛИЧЕСТВЕ, АССОРТИМЕНТЕ И ПО ЦЕНАМ, СОГЛАСНО ПРИЛОЖЕНИЮ № 1, КОТОРОЕ ЯВЛЯЕТСЯ НЕОТЪЕМЛЕМОЙ ЧАСТЬЮ НАСТОЯЩЕГО КОНТРАКТА.",1
"3.1. ПЛАТЕЖИ ПО НАСТОЯЩЕМУ КОНТРАКТУ БУДУТ ПРОИЗВОДИТЬСЯ В ДОЛЛАРАХ США СЛЕДУЮЩИМ ОБРАЗОМ:",1
"8. КАЧЕСТВО ТОВАРА И ГАРАНТИЯ",1
"9.2. ТОВАР СЧИТАЕТСЯ ПОСТАВЛЕННЫМ ПРОДАВЦОМ И ПРИНЯТЫМИ ПОКУПАТЕЛЕМ:",1
"10.1. ЧТО ПОСТАВЛЕННЫЙ СОГЛАСНО ПРИЛОЖЕНИЮ № 1 НАСТОЯЩЕГО КОНТРАКТА ТОВАР НОВЫЙ И ДОЛЖЕН ОТГРУЖАТЬСЯ В ЭКСПОРТНОЙ СТАНДАРТНОЙ УПАКОВКЕ, СООТВЕТСТВУЮЩЕЙ ХАРАКТЕРУ ПОСТАВЛЯЕМОГО ТОВАРА. НА КАЖДОЕ МЕСТО НАНОСИТСЯ НЕСМЫВАЕМОЙ КРАСКОЙ СЛЕДУЮЩАЯ МАРКИРОВКА:",1
"10.2. ПРОДАВЕЦ НЕСЕТ ОТВЕТСТВЕННОСТЬ ПЕРЕД ПОКУПАТЕЛЕМ ЗА ПОРЧУ, ПОВРЕЖДЕНИЕ ИЛИ ПОЛОМКУ ТОВАРА ВСЛЕДСТВИЕ НЕНАДЛЕЖАЩЕЙ УПАКОВКИ, ЗА ОБРАЗОВАНИЕ КОРРОЗИИ ИЗ-ЗА НЕДОСТАТОЧНОЙ ИЛИ НЕСООТВЕТСТВУЮЩЕЙ КОНСЕРВАЦИИ, А ТАКЖЕ ЗА ДОПОЛНИТЕЛЬНЫЕ ТРАНСПОРТНЫЕ, СКЛАДСКИЕ И ДРУГИЕ РАСХОДЫ, ВОЗНИКШИЕ В СВЯЗИ С ОТПРАВКОЙ ТОВАРА НЕ ПО АДРЕСУ ВСЛЕДСТВИЕ НЕДОСТАТОЧНОЙ ИЛИ НЕПРАВИЛЬНОЙ МАРКИРОВКИ. МАРКИРОВКА СОСТАВЛЯЕТСЯ НА РУССКОМ ЯЗЫКЕ.",1
"12. АРБИТРАЖ",1
"13.1. СТОРОНЫ НЕ НЕСУТ ОТВЕТСТВЕННОСТИ ЗА НЕИСПОЛНЕНИЕ ИЛИ ЗАДЕРЖКУ В ИСПОЛНЕНИИ СВОИХ ОБЯЗАТЕЛЬСТВ ПО НАСТОЯЩЕМУ КОНТРАКТУ, ЕСЛИ ЭТО НЕИСПОЛНЕНИЕ ЯВИЛОСЬ СЛЕДСТВИЕМ ОБСТОЯТЕЛЬСТВ НЕПРЕОДОЛИМОЙ СИЛЫ, ТАКИХ КАК ВОЙНА, ТЕРРОРИЗМ, ПОЖАР, ЗАБАСТОВКИ, НАВОДНЕНИЕ, ВЗРЫВ, ЭПИДЕМИИ, КАРАНТИН, ВОССТАНИЯ, АТОМНЫЕ ПРОИСШЕСТВИЯ, А ТАКЖЕ ДРУГИЕ СОБЫТИЯ ЧРЕЗВЫЧАЙНОГО ХАРАКТЕРА, КОТОРЫЕ СТОРОНЫ НЕ МОГЛИ ПРЕДВИДЕТЬ И ПРЕДОТВРАТИТЬ. НАДЛЕЖАЩИМ ПОДТВЕРЖДЕНИЕМ НАСТУПЛЕНИЯ ОБСТОЯТЕЛЬСТВ ФОРС – МАЖОР ЯВЛЯЕТСЯ СПРАВКА, ВЫДАННАЯ УПОЛНОМОЧЕННЫМ ОРГАНОМ СТРАНЫ, ГДЕ ИМЕЛИ МЕСТО ДАННЫЕ ОБСТОЯТЕЛЬСТВА. ИСПОЛНЕНИЕ НАСТОЯЩЕГО КОНТРАКТА ОТКЛАДЫВАЕТСЯ НА СРОК ДЕЙСТВИЯ ВОЗНИКШЕГО ФОРС-МАЖОРНОГО ОБСТОЯТЕЛЬСТВА",1
"14.2. ПРОДАВЕЦ ОБЯЗАН НАПРАВИТЬ ПРИ ОТГРУЗКЕ ТОВАРОВ ПОКУПАТЕЛЮ СЛЕДУЮЩИЙ ПАКЕТ ДОКУМЕНТОВ В 2-Х ЭКЗЕМПЛЯРАХ (ЭЛЕКТРОННЫМ СООБЩЕНИЕМ):",1
"15. ПОЛОЖЕНИЯ ПО КОМПЛАЕНСУ / 15.1. ТЕРМИНЫ И ОПРЕДЕЛЕНИЯ:",1
"15.2. КОМПЛАЕНС:",1
"SUBJECT OF THE CONTRACT / 1.1. THE SELLER SELLS AND THE BUYER BUYS SPARE PARTS FOR EQUIPMENT (HEREINAFTER “GOODS”) ON ______________, INCOTERMS-2020 DELIVERY CONDITIONS AT THE QUANTITY, ASSORTMENT AND PRICES IN ACCORDANCE WITH THE ATTACHMENT № 1 THAT IS AN INTEGRAL PART OF THE PRESENT CONTRACT.",1
"2.1. THE PRICES FOR DELIVERED GOODS UNDER THE PRESENT CONTRACT SET IN USD ON ___________, INCOTERMS-2020 AND INCLUDE THE CHARGES FOR PACKING, MARKING AND TRANSPORTATION TO THE PLACE OF DELIVERY OF GOODS.",1
"4.2. TRANSSHIPMENT OF GOODS IS ALLOWED.",1
"5.1. THE SELLER IS OBLIGED TO SUPPLY THE GOODS IN COMPLIANCE WITH THE SPECIFICATION, QUANTITY, QUALITY AND THE PRICES ACCORDING TO THE ATTACHMENT № 1 TO THIS CONTRACT AND WITHIN THE TERMS, STIPULATED IN CLAUSE 4.1 OF THIS CONTRACT.",1
"7.3. IF THE DELIVERED GOODS DOES NOT CORRESPOND TO THE STANDARDS, TECHNICAL CONDITIONS, SAMPLES AND OTHERS OBLIGATORY CONDITIONS ACCORDING TO THE QUALITY, AND THE SELLER DIDN’T COMPENSATE ACCEPTED CLAIM ON TIME, THE BUYER HAS RIGHT TO REFUSE TO ACCEPT AND FROM PAYMENT OF GOODS AND IMPOSE A PENALTY TO THE SELLER AT THE RATE 15% FROM THE COST OF GOODS OF IMPROPER QUALITY.",1
"8.4. IN CASE OF REVEALING DEFECTS WITHIN 6 (SIX) MONTHS OF OPERATION, BUT NO LONGER THAN 9 (NINE) MONTHS AFTER DELIVERY OF GOODS, SELLER UNDERTAKES TO REPLACE IT FOR HIS OWN EXPENSES WITHIN 45 (FORTY-FIVE) CALENDAR DAYS FROM THE DATE OF CLAIM RECEIPT ON CONDITIONS THAT THESE GOODS ARE IN WAREHOUSE. OTHERWISE, DELIVERY TERM OF GOODS DEPENDS ON PRODUCTION CYCLE.",1
"9.1. THAT DELIVERED ACCORDING TO THE ATTACHMENT № 1 OF THE PRESENT CONTRACT GOODS ARE NEW MADE WITH HIGH QUALITY IN ACCORDANCE WITH STANDARDS, SPECIFICATIONS AND TECHNICAL CONDITIONS.",1
"13.1. THE PARTIES DO NOT BEAR RESPONSIBILITY FOR DEFAULT OR DELAY IN EXECUTION OF THE OBLIGATIONS UNDER THE PRESENT CONTRACT, IF SUCH DEFAULT HAD BEEN CAUSED BY A CONSEQUENCE OF FORCE MAJEURE CIRCUMSTANCES, SUCH AS WAR, TERRORISM, FIRE, STRIKES, FLOOD, EXPLOSION, EPIDEMICS, QUARANTINE, REVOLTS, NUCLEAR INCIDENTS, AND ALSO OTHER EVENTS OF EXTREME CHARACTER, NOT PREVENT AND DO NOT TAKE RESPONSIBILITY FOR THEIR START. APPROPRIATE CONFIRMATION OF APPROACH OF CIRCUMSTANCES FORCE – MAJEURE IS THE INFORMATION GIVEN BY THE AUTHORIZED BODIES OF THE COUNTRY WHERE THE GIVEN CIRCUMSTANCES TOOK PLACE. THE EXECUTION OF THIS CONTRACT IS POSTPONED FOR THE TERM OF VALIDITY OF THE CIRCUMSTANCES OF FORCE MAJEURE.",1
"14.2. THE SELLER IS OBLIGED TO SEND TO THE BUYER THE FOLLOWING SET OF THE DOCUMENTS UPON THE SHIPMENT IN 2 COPIES (E-MAIL):",1
"СТАТЬЯ 1. ОПРЕДЕЛЕНИЯ.",1
"1.14. «ДАТА ДОСТАВКИ» ОЗНАЧАЕТ ДАТУ, КОГДА ВСЯ ОТВЕТСТВЕННОСТЬ И РИСКИ, ВОЗМОЖНЫЕ ПРИ КОМБИНИРОВАННОЙ ТРАНСПОРТИРОВКЕ ТОВАРОВ ИЛИ ПРИ АВИА-ТРАНСПОРТИРОВКЕ, ПЕРЕДАНЫ КЛИЕНТА В ПУНКТЕ НАЗНАЧЕНИЯ.",1
"3.2. ТРАНСПОРТИРОВКА ТОВАРОВ ИЗ ПУНКТА ОТГРУЗКИ ДО ПУНКТА НАЗНАЧЕНИЯ ОПРЕДЕЛЯЕТСЯ ПО НИЖЕ СЛЕДУЮЩЕМ ТАРИФАМ:",1
"3.3. ЭКСПЕДИТОР ВЫСТАВЛЯЕТ КЛИЕНТУ ИНВОЙС, ПОКРЫВАЮЩИЙ ВСЮ СТОИМОСТЬ ТРАНСПОРТИРОВКИ И СТРАХОВАНИЯ. СУММА ТАКОГО ИНВОЙСА ЭКСПЕДИТОРА ДОЛЖНА ВЫЧИСЛЯТЬСЯ НА ОСНОВЕ КОЛИЧЕСТВА КОНТЕЙНЕРОВ, ОТБЫВШИХ ИЗ КОРЕЙСКОГО ИЛИ КИТАЙСКОГО ПОРТА И/ИЛИ ИСХОДЯ ИЗ СУММЫ АВИА-ТРАНСПОРТИРОВКИ С УЧЕТОМ ДОПОЛНИТЕЛЬНЫХ РАСХОДОВ, СВЯЗАННЫХ С АВИА-ТРАНСПОРТИРОВКОЙ (СБОРЫ В АЭРОПОРТУ, ДОСТАВКА ДО АЭРОПОРТА И Т.П.). ОСНОВАНИЕМ ДЛЯ ОПЛАТЫ ПО ИНВОЙСУ ЯВЛЯЕТСЯ АКТ ВЫПОЛНЕННЫХ РАБОТ, ПРЕДОСТАВЛЕННЫЙ ЭКСПЕДИТОРОМ ПО КОЛИЧЕСТВУ КОНТЕЙНЕРОВ СОСТАВЛЯЮЩИХ ОДИН ЛОТ И ПРИБЫВШИХ В ПУНКТ НАЗНАЧЕНИЯ. КОМПАНИЯ ПЕРЕЧИСЛЯЕТ СУММУ ПО ИНВОЙСУ И СООТВЕТСТВУЮЩЕМУ АКТУ НА ОПРЕДЕЛЕННЫЙ БАНКОВСКИЙ СЧЕТ ЭКСПЕДИТОРА В РАЗМЕРЕ 100% ПОСРЕДСТВОМ БАНКОВСКОГО ПЕРЕВОДА В ДОЛЛАРАХ США В ТЕЧЕНИЕ 10 (ДЕСЯТИ) БАНКОВСКИХ ДНЕЙ С ДАТЫ ПОЛУЧЕНИЯ ИНВОЙСА И АКТА. КОМПАНИЯ НЕСЕТ ОТВЕТСТВЕННОСТЬ ЗА СВОЕВРЕМЕННУЮ ОПЛАТУ ПО ВЫСТАВЛЕННЫМ ЭКСПЕДИТОРОМ ИНВОЙСАМ. В СЛУЧАЕ НЕСВОЕВРЕМЕННОЙ ОПЛАТЫ ВЫСТАВЛЕННЫХ ЭКСПЕДИТОРОМ ИНВОЙСАМ И АКТАМ, ПОСЛЕДНИЙ МОЖЕТ ПРЕДЪЯВИТЬ К КЛИЕНТУ ТРЕБОВАНИЕ ОБ УПЛАТЕ НЕУСТОЙКИ В РАЗМЕРЕ 0,1% ОТ НЕОПЛАЧЕННОЙ СУММЫ ЗА КАЖДЫЙ ДЕНЬ ПРОСРОЧКИ ПЛАТЕЖА, НО НЕ БОЛЕЕ 10% ОТ НЕОПЛАЧЕННОЙ СУММЫ.",1
"5.5. ПРИ ПОВАГОННОЙ ПЕРЕВОЗКЕ НЕГАБАРИТНЫХ ГРУЗОВ НАЗНАЧЕНИЕМ В ФЕРГАНСКУЮ ДОЛИНУ ДЛЯ КОТОРЫХ НЕОБХОДИМО РАЗРЕШЕНИЕ НА ТРАНЗИТ ПО ТЕРРИТОРИИ РЕСПУБЛИКИ ТАДЖИКИСТАН, КЛИЕНТ ОБЯЗУЕТСЯ ЗАБЛАГОВРЕМЕННО СОГЛАСОВАТЬ И ПОЛУЧИТЬ РАЗРЕШЕНИЕ Ж.-Д. АДМИНИСТРАЦИИ И ТАМОЖЕННЫХ ОРГАНОВ РЕСПУБЛИКИ УЗБЕКИСТАН. КЛИЕНТ ПОЛНОСТЬЮ НЕСЕТ ОТВЕТСТВЕННОСТЬ ЗА СВОЕВРЕМЕННОЕ ПОЛУЧЕНИЕ РАЗРЕШЕНИЯ ДО ПРИБЫТИЯ ВАГОНОВ В ПОРТЫ ПЕРЕВАЛКИ. ВСЕ РАСХОДЫ И ШТРАФЫ ЗА ПРОСТОЙ ВАГОНОВ, ВОЗНИКШИЕ В РЕЗУЛЬТАТЕ ОТСУТСТВИЯ ТАКОГО РАЗРЕШЕНИЯ БУДУТ ПОКРЫТЫ ЗА СЧЕТ КЛИЕНТА.",1
"6.2. ПОСЛЕ КАЖДОЙ ОТГРУЗКИ, ЭКСПЕДИТОР:",1
"6.3. ВО ВРЕМЯ МОРСКОЙ ТРАНСПОРТИРОВКИ ИЗ КОРЕЙСКОГО ПОРТА В ПОРТ ПЕРЕВАЛКИ, ЭКСПЕДИТОР:",1
"6.4. В ПОРТУ ПЕРЕВАЛКИ (ВКЛЮЧАЯ ПЕРЕВАЛОЧНУЮ ТЕРРИТОРИЮ) ЭКСПЕДИТОР:",1
"6.5. ВО ВРЕМЯ ВНУТРЕННЕЙ ТРАНСПОРТИРОВКИ, ЭКСПЕДИТОР ДОЛЖЕН:",1
"6.6. ВО ВРЕМЯ АВИА-ТРАНСПОРТИРОВКИ, ЭКСПЕДИТОР ДОЛЖЕН:",1
"6.9. В СЛУЧАЕ ЗАДЕРЖКИ ТОВАРОВ В ПУТИ СЛЕДОВАНИЯ ПО ПРИЧИНАМ, НЕ ЯВЛЯЮЩИМСЯ ФОРС-МАЖОРНЫМИ ОБСТОЯТЕЛЬСТВАМИ, ЭКСПЕДИТОР ОБЯЗУЕТСЯ:",1
"7.3. СОХРАНЕНИЕ ОБЯЗАТЕЛЬСТВ:",1
"10.2. В СЛУЧАЕ НАСТУПЛЕНИЯ ФОРС-МАЖОРНЫХ ОБСТОЯТЕЛЬСТВ, СРОК ИСПОЛНЕНИЯ ДОЛЖЕН БЫТЬ ПРОДЛЕН НА ПЕРИОД ПРОДОЛЖЕНИЯ ТАКИХ ОБСТОЯТЕЛЬСТВ, ПРИ УСЛОВИИ, ОДНАКО, ЧТО СТОРОНА, ИМЕЮЩАЯ ПОДОБНУЮ ПРИЧИНУ, ДОЛЖНА (I) НЕМЕДЛЕННО ПОСЛЕ ПОЛУЧЕНИЯ СВЕДЕНИЙ О ТАКОВОЙ ИЗВЕСТИТЬ ДРУГУЮ СТОРОНУ О ХАРАКТЕРЕ ТАКОЙ ПРИЧИНЫ И ПРЕДПОЛАГАЕМОЙ ЗАДЕРЖКЕ, (II) ПРОДОЛЖАТЬ ИНФОРМИРОВАТЬ ДРУГУЮ СТОРОНУ О СОСТОЯНИИ ДЕЛ, (III) ПРЕДПРИНЯТЬ ВСЕ РАЗУМНЫЕ МЕРЫ ДЛЯ УСТРАНЕНИЯ ТАКОЙ ПРИЧИНЫ ЗАДЕРЖКИ, (IV) ДОЛЖНА ПРОДОЛЖАТЬ ИСПОЛНЕНИЕ НАСТОЯЩЕГО КОНТРАКТА С МАКСИМАЛЬНЫМ СТАРАНИЕМ, КОГДА БЫ НИ БЫЛА УСТРАНЕНА ТАКАЯ ПРИЧИНА, (V) ДОЛЖНА ПРЕДСТАВИТЬ ОФИЦИАЛЬНОЕ ПОДТВЕРЖДЕНИЕ О НАЛИЧИИ ФОРС-МАЖОРНЫХ ОБСТОЯТЕЛЬСТВ, ПОЛУЧЕННОЕ ОТ УПОЛНОМОЧЕННОГО НА ТО ОРГАНА. В ТОМ СЛУЧАЕ, ЕСЛИ ЛЮБАЯ ИЗ ТАКИХ ПРИЧИН ПРОДОЛЖАЕТСЯ В ТЕЧЕНИИ СТА ВОСЬМИДЕСЯТИ (180) ДНЕЙ, ДРУГАЯ СТОРОНА БУДЕТ ИМЕТЬ ПРАВО, ПО СВОЕМУ ВЫБОРУ, БЕЗ КАКОЙ БЫ ТО НИ БЫЛО ОТВЕТСТВЕННОСТИ, РАСТОРГНУТЬ НАСТОЯЩИЙ КОНТРАКТ ПУТЕМ ПИСЬМЕННОГО УВЕДОМЛЕНИЯ ДРУГОЙ СТОРОНЫ, ЗАТРОНУТОЙ ТАКИМ ОБСТОЯТЕЛЬСТВОМ ФОРС-МАЖОРА, МИНИМУМ ЗА ТРИДЦАТЬ (30) ДНЕЙ ДО ДАТЫ РАСТОРЖЕНИЯ.",1
"ARTICLE 1. DEFINITIONS.",1
"1.7. THE “INTERNAL TRANSPORTATION” MEANS RAILWAY TRANSPORTATION, WHICH IS PERFORMED BY THE CARRIER ACCORDING TO THE PRESENT CONTRACT, BETWEEN THE PORT OF TRANSSHIPMENT AND DESTINATION. INTERNAL TRANSPORTATION INCLUDES MEASURES FOR UNLOADING OF THE GOODS FROM A VESSEL AND THEN LOADING THEM ON PLATFORMS IN THE PORT OF TRANSSHIPMENT. SUCH INTERNAL TRANSPORTATION IS CONSIDERED COMPLETED, WHEN THE GOODS ARRIVE AT THE DESTINATION.",1
"1.15. “THE FREE PERIOD FOR CONTAINERS” MEANS THE RESTRICTIVE PERIOD FROM THE DATE OF DELIVERY OF THE GOODS TO THE DESTINATION TILL THE DATE OF RETURN OF EMPTY CONTAINERS TO THE CARRIER AT THE DESTINATION AND DETERMINED BY THE PARTIES AS 30 (THIRTY) CALENDAR DAYS.",1
"ARTICLE 2. SUBJECT OF THE CONTRACT.",1
"ARTICLE 3. THE FREIGHT AND PAYMENT.",1
"3.2. THE COST OF THE TRANSPORTATION OF THE GOODS FROM THE PLACE OF LOADING TO THE DESTINATION IS DEFINED IN ACCORDANCE WITH BELLOW MENTIONED TARIFF:",1
"3.3. THE CARRIER ISSUES THE CUSTOMER INVOICE COVERING THE ALL COST OF THE TRANSPORTATION AND THE INSURANCE. THE AMOUNT TO BE PAID IS CALCULATED ON THE BASIS OF QUANTITY OF THE CONTAINERS DISPATCHED FROM KOREAN OR CHINESE PORT AND/OR THE PRICE OF THE AIR TRANSPORTATION INCLUDING ADDITIONAL CHARGES CAUSED BY THIS TRANSPORTATION (AIRPORT CHARGES, DELIVERY TO THE AIRPORT, ETC.). THE REASON FOR THE PAYMENT IS THE ACT OF FULFILLED WORKS PROVIDED BY THE FORWARDER FOR THE QUANTITY OF CONTAINERS COMPOUNDING ONE LOT AND ARRIVED AT THE DESTINATION. THE CUSTOMER TRANSFERS 100% OF THE AMOUNT ACCORDING TO THE INVOICE AND CORRESPONDING BILL OF LADING TO THE BANK ACCOUNT OF THE CARRIER BY MEANS OF THE BANK TRANSFER IN US DOLLARS WITHIN 10 (TEN) BANK DAYS FROM THE DATE OF RECEPTION OF SUCH INVOICE AND BILL OF LADING. THE CUSTOMER IS RESPONSIBLE FOR TIMELY REMITTANCE OF INVOICES SUBMITTED BY THE CARRIER. IN CASE OF UNTIMELY PAYMENT OF INVOICES FOR PAYMENT AND ACT OF FULFILLED WORKS ISSUED BY THE CARRIER THE LATTER MAY RAISE A DEMAND FOR THE CUSTOMER’S PAYMENT OF FORFEIT AT THE RATE OF 0.1% OF UNPAID AMOUNT FOR EACH DAY OF PAYMENT DELAY, BUT NOT EXCEED 10% FROM NON-PAID AMOUNT.",1
"ARTICLE 4. CONTAINERS AND FREE PERIOD FOR CONTAINERS.",1
"5.2. THE SUPPLIER OF THE CUSTOMER GIVES THE CARRIER A SHIPPING REQUEST AND ALL NECESSARY DOCUMENTS (COMMERCIAL INVOICE, PACKING LIST AND OTHERS) MINIMUM THREE (3) DAYS PRIOR TO THE END OF SHIPMENT.",1
"6.2. AFTER EACH SHIPMENT, THE CARRIER SHOULD:",1
"6.3. DURING SEA TRANSPORTATION FROM THE KOREAN PORT TO THE PORT OF TRANSSHIPMENT, THE CARRIER SHALL:",1
"6.4. AT THE PORT OF TRANSSHIPMENT (INCLUDING RELOADING TERRITORY) THE CARRIER SHOULD:",1
"6.5. DURING INTERNAL TRANSPORTATION, THE CARRIER SHOULD:",1
"6.9. IN CASE OF DELAY OF THE GOODS ON THE WAY FOR THE REASONS WHICH ARE NOT CONSIDERED TO BE FORCE MAJEURE, THE CARRIER SHOULD:",1
"6.10. THE CARRIER ON BEHALF OF THE CUSTOMER AND UPON ITS WRITTEN REQUEST IS OBLIGED TO INSURE THE COST OF EACH SHIPPED CONSIGNMENT OF THE GOODS ON CONDITION “ALL RISKS”, CAUSED DURING THE TRANSPORTATION PERIOD FROM THE MOMENT OF LOADING OF THE GOODS ON THE BOARD OF VESSELS IN THE PLACE OF SHIPMENT TILL THE DELIVERY TO THE DESTINATION. THE INSURANCE AMOUNT MUST PROVIDE COVERAGE BY THE INTERNATIONAL FIRST CLASS INSURANCE COMPANY AT THE RATE OF 110% (ONE HUNDRED AND TEN PERCENT) OF THE VALUE OF SHIPPED CONSIGNMENT OF THE GOODS. IN CASE OF INSURED EVENT ALL ARGUMENTS ARE DEAL BETWEEN THE CUSTOMER AND INSURANCE COMPANY WITHOUT PARTICIPATION OF THE CARRIER.",1
"6.13. IF TRANSPORTATION IS PERFORMED ON OWN OR RENTED WAGONS THE CARRIER IS OBLIGED TO PROVIDE THE CUSTOMER INSTRUCTION FOR RAILWAY BL AND PAYMENT CODES FOR EMPTY WAGONS RETURN. THE CARRIER PAYS ALL DEMURRAGE FEES CAUSED BY LATE PROVISION OF INSTRUCTIONS AND CODES.",1
"ARTICLE 7. DEFAULT AND CANCELLATION",1
"7.3. PRESERVATION OF THE OBLIGATIONS:",1
"ARTICLE 8. VALIDITY",1
"ARTICLE 9. THE TAXES AND DUTIES.",1
"ARTICLE 11. ARBITRATION.",1
"ARTICLE 12. CONFIDENTIALITY",1
"ARTICLE 13. INTERPRETATION",1
"ARTICLE 1.",1
"2.1. THE PRICE OF THE GOODS TO BE PAID TO THE SUPPLIER BY THE PURCHASER SHALL BE ESTIMATED IN UNITED STATES DOLLARS (USD) ON THE BASIS OF EACH UNIT PRICE OF THE GOODS, WHICH INDICATED IN APPENDIX № 1 ON THE DELIVERY CONDITIONS ______ AND/OR _______ (INCOTERMS 2020). THE PRICE OF PRESENT CONTRACT SHALL BE IN UNITED STATES DOLLARS.",1
"3.2. ВОЗМОЖНА ДОСРОЧНАЯ ПОСТАВКА, ЧАСТИЧНАЯ ПОСТАВКА РАЗРЕЩАЕТСЯ.",1
"ARTICLE 3.",1
"3.2. PRE DELIVERY IS POSSIBLE, PARTIAL DELIVERY IS ALLOWED.",1
"ARTICLE 4.",1
"4.1. 50% FROM THE TOTAL AMOUNT OF EACH CONFIRMED P/I (FPO) SHALL BE PAID AS ADVANCE PAYMENT BY THE PURCHASER TO SELLER’S ACCOUNT SPECIFIED IN PRESENT CONTRACT BY THE BANK TRANSFER WITHIN 30 (THIRTY) CALENDAR DAYS FROM SIGNING DATE OF EACH CONFIRMED P/I (FPO).",1
"4.3. PARTIAL PAYMENTS AND SHIPMENTS ARE ALLOWED.",1
"ARTICLE 5.",1
"5.3. ПРОДАВЕЦ ОБЯЗАН СОСТАВИТЬ ПОДРОБНЫЙ УПАКОВОЧНЫЙ ЛИСТ, В КОТОРОМ УКАЗЫВАЮТСЯ НОМЕРА МЕСТ, ИХ ВЕС, РАЗМЕР И ПЕРЕЧЕНЬ УПАКОВАННЫХ ПРЕДМЕТОВ. ВМЕСТЕ С ТОВАРАМИ, ПРОДАВЕЦ НАПРАВЛЯЕТ НАБОР ДОКУМЕНТОВ НА ГРУЗ В 2-Х ЭКЗЕМПЛЯРЯХ (ПО КУРЬЕРСКОЙ СЛУЖБЕ И ЭЛЕКТРОННОЙ ПОЧТОЙ);",1
"5.3. THE SELLER COMMITS TO MAKE OUT A DETAILED PACKING LIST THAT SHALL INCLUDE PACKAGE NUMBER, WEIGHT, SIZE AND LIST OF THE PACKED GOODS. TOGETHER WITH GOODS TO BE DELIVERED, SELLER IS OBLIGED TO SEND TO THE PURCHASER THE FOLLOWING SET OF THE DOCUMENTS UPON THE SHIPMENT IN 2 COPIES (BY COURRIER SERVICE AND E-MAIL):",1
