section_id,title,count
s_3_1_поставка_товара_производится_продавцом_на_условиях_exw_страна_отправителя_согласно_инкотермс_2010_в_течении_180_сто_восемьдесят_календарных_дней_после_совершения_предоплаты_50_согласно_пунктам_2_3_1_и_2_4_1_статьи_2_настоящего_договора,3.1. ПОСТАВКА ТОВАРА ПРОИЗВОДИТСЯ ПРОДАВЦОМ НА УСЛОВИЯХ EXW СТРАНА ОТПРАВИТЕЛЯ (СОГЛАСНО ИНКОТЕРМС - 2010) В ТЕЧЕНИИ 180 (СТО ВОСЕМЬДЕСЯТ) КАЛЕНДАРНЫХ ДНЕЙ ПОСЛЕ СОВЕРШЕНИЯ ПРЕДОПЛАТЫ 50% СОГЛАСНО ПУНКТАМ 2.3.1 И 2.4.1 СТАТЬИ 2 НАСТОЯЩЕГО ДОГОВОРА.,1
s_3_5_вместе_с_товаром_покупателю_передаются_1_оригинал_и_1_копия_следующих_документов,3.5. ВМЕСТЕ С ТОВАРОМ ПОКУПАТЕЛЮ ПЕРЕДАЮТСЯ 1 ОРИГИНАЛ И 1 КОПИЯ СЛЕДУЮЩИХ ДОКУМЕНТОВ:,1
s_3_6_качество_товара_должно_соответствовать_техническим_условиям_завода_изготовителя_действующим_стандартам_и_сертификатам,"3.6. КАЧЕСТВО ТОВАРА ДОЛЖНО СООТВЕТСТВОВАТЬ ТЕХНИЧЕСКИМ УСЛОВИЯМ ЗАВОДА-ИЗГОТОВИТЕЛЯ, ДЕЙСТВУЮЩИМ СТАНДАРТАМ И СЕРТИФИКАТАМ.",1
s_3_8_грузополучателем_товара_является_совместное_предприятие_общества_с_ограниченной_ответственностью_самаркандский_автомобильный_завод_грузоотправителем_является,"3.8. ГРУЗОПОЛУЧАТЕЛЕМ ТОВАРА ЯВЛЯЕТСЯ СОВМЕСТНОЕ ПРЕДПРИЯТИЕ ОБЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «САМАРКАНДСКИЙ АВТОМОБИЛЬНЫЙ ЗАВОД», ГРУЗООТПРАВИТЕЛЕМ ЯВЛЯЕТСЯ ________________.",1
s_5_3_при_наличии_дефектов_в_качестве_товара_скрытые_дефекты_товара_выявленных_при_приеме_товара_и_или_в_течении_гарантийного_периода_покупатель_вправе_по_усмотрению_продавца_и_по_обоюдному_согласию_выбрать_одно_из_следующих_действий,"5.3. ПРИ НАЛИЧИИ ДЕФЕКТОВ В КАЧЕСТВЕ ТОВАРА («СКРЫТЫЕ ДЕФЕКТЫ ТОВАРА»), ВЫЯВЛЕННЫХ ПРИ ПРИЕМЕ ТОВАРА И/ИЛИ В ТЕЧЕНИИ ГАРАНТИЙНОГО ПЕРИОДА, ПОКУПАТЕЛЬ ВПРАВЕ ПО УСМОТРЕНИЮ ПРОДАВЦА И ПО ОБОЮДНОМУ СОГЛАСИЮ ВЫБРАТЬ ОДНО ИЗ СЛЕДУЮЩИХ ДЕЙСТВИЙ:",1
s_7_3_стороны_освобождаются_от_ответственности_за_частичное_или_полное_неисполнение_своих_обязательств_по_настоящему_договору_если_таковое_является_следствием_обстоятельств_возникших_помимо_воли_и_находящихся_вне_контроля_сторон_форс_мажор,"7.3. СТОРОНЫ ОСВОБОЖДАЮТСЯ ОТ ОТВЕТСТВЕННОСТИ ЗА ЧАСТИЧНОЕ ИЛИ ПОЛНОЕ НЕИСПОЛНЕНИЕ СВОИХ ОБЯЗАТЕЛЬСТВ ПО НАСТОЯЩЕМУ ДОГОВОРУ, ЕСЛИ ТАКОВОЕ ЯВЛЯЕТСЯ СЛЕДСТВИЕМ ОБСТОЯТЕЛЬСТВ, ВОЗНИКШИХ ПОМИМО ВОЛИ И НАХОДЯЩИХСЯ ВНЕ КОНТРОЛЯ СТОРОН (ФОРС МАЖОР).",1
s_8_1_стороны_освобождаются_от_ответственности_за_частичное_или_полное_неисполнение_своих_обязательств_по_настоящему_договору_если_таковое_является_следствием_обстоятельств_возникших_помимо_воли_и_находящихся_вне_контроля_сторон_стихийные_бедствия_землетрясения_наводнения_ураганы_эпидемии_пожары_войны_военные_действия_блокада_запрещение_экспорта_импорта_общенациональные_и_отраслевые_забастовки,"8.1. СТОРОНЫ ОСВОБОЖДАЮТСЯ ОТ ОТВЕТСТВЕННОСТИ ЗА ЧАСТИЧНОЕ ИЛИ ПОЛНОЕ НЕИСПОЛНЕНИЕ СВОИХ ОБЯЗАТЕЛЬСТВ ПО НАСТОЯЩЕМУ ДОГОВОРУ, ЕСЛИ ТАКОВОЕ ЯВЛЯЕТСЯ СЛЕДСТВИЕМ ОБСТОЯТЕЛЬСТВ, ВОЗНИКШИХ ПОМИМО ВОЛИ И НАХОДЯЩИХСЯ ВНЕ КОНТРОЛЯ СТОРОН: СТИХИЙНЫЕ БЕДСТВИЯ, ЗЕМЛЕТРЯСЕНИЯ, НАВОДНЕНИЯ, УРАГАНЫ, ЭПИДЕМИИ, ПОЖАРЫ, ВОЙНЫ, ВОЕННЫЕ ДЕЙСТВИЯ, БЛОКАДА, ЗАПРЕЩЕНИЕ ЭКСПОРТА-ИМПОРТА, ОБЩЕНАЦИОНАЛЬНЫЕ И ОТРАСЛЕВЫЕ ЗАБАСТОВКИ.",1
s_8_2_сторона_для_которой_создалась_невозможность_исполнения_своих_договорных_обязательств_в_силу_возникших_обстоятельств_форс_мажора_должна_незамедлительно_письменно_информировать_другую_сторону_в_извещении_подтвержденном_торгово_промышленной_палатой_должны_быть_сообщены_данные_о_характере_обстоятельств_а_также_оценка_их_влияния_на_возможность_исполнения_обязательств_по_договору_и_срок_исполнения_обязательств,"8.2. СТОРОНА, ДЛЯ КОТОРОЙ СОЗДАЛАСЬ НЕВОЗМОЖНОСТЬ ИСПОЛНЕНИЯ СВОИХ ДОГОВОРНЫХ ОБЯЗАТЕЛЬСТВ В СИЛУ ВОЗНИКШИХ ОБСТОЯТЕЛЬСТВ ФОРС-МАЖОРА, ДОЛЖНА НЕЗАМЕДЛИТЕЛЬНО (ПИСЬМЕННО) ИНФОРМИРОВАТЬ ДРУГУЮ СТОРОНУ. В ИЗВЕЩЕНИИ, ПОДТВЕРЖДЕННОМ ТОРГОВО-ПРОМЫШЛЕННОЙ ПАЛАТОЙ, ДОЛЖНЫ БЫТЬ СООБЩЕНЫ ДАННЫЕ О ХАРАКТЕРЕ ОБСТОЯТЕЛЬСТВ, А ТАКЖЕ ОЦЕНКА ИХ ВЛИЯНИЯ НА ВОЗМОЖНОСТЬ ИСПОЛНЕНИЯ ОБЯЗАТЕЛЬСТВ ПО ДОГОВОРУ И СРОК ИСПОЛНЕНИЯ ОБЯЗАТЕЛЬСТВ.",1
s_2_3_payment_for_the_goods_by_the_buyer_to_the_seller_shall_be_made_in_two_stages,2.3. PAYMENT FOR THE GOODS BY THE BUYER TO THE SELLER SHALL BE MADE IN TWO STAGES:,1
s_2_4_payment_for_the_service_by_the_buyer_to_the_seller_will_be_made_in_2_stages,2.4. PAYMENT FOR THE SERVICE BY THE BUYER TO THE SELLER WILL BE MADE IN 2 STAGES:,1
s_2_5_the_seller_is_allowed_to_perform,2.5. THE SELLER IS ALLOWED TO PERFORM:,1
s_2_6_all_bank_commissions_will_be_paid_by_the_party_which_arranges_for_payment,2.6. ALL BANK COMMISSIONS WILL BE PAID BY THE PARTY WHICH ARRANGES FOR PAYMENT.,1
s_3_1_delivery_of_goods_shall_be_made_by_the_seller_on_exw_terms_by_the_country_of_consignor_according_to_incoterms_2010_within_180_one_hundred_eighty_calendar_days_after_making_50_prepayment_according_to_article_2_articles_2_3_1_and_2_4_1_of_this_contract,"3.1. DELIVERY OF GOODS SHALL BE MADE BY THE SELLER ON EXW TERMS BY THE COUNTRY OF CONSIGNOR (ACCORDING TO INCOTERMS - 2010) WITHIN 180 (ONE HUNDRED EIGHTY) CALENDAR DAYS AFTER MAKING 50% PREPAYMENT ACCORDING TO ARTICLE 2, ARTICLES 2.3.1 AND 2.4.1 OF THIS CONTRACT.",1
s_3_8_the_consignee_of_the_goods_is_the_joint_venture_of_the_limited_liability_company_samarkand_automobile_plant_the_consignor_is,"3.8. THE CONSIGNEE OF THE GOODS IS THE JOINT VENTURE OF THE LIMITED LIABILITY COMPANY ""SAMARKAND AUTOMOBILE PLANT"", THE CONSIGNOR IS ________________.",1
s_4_1_the_seller_shall_provide_the_service_within_180_one_hundred_eighty_calendar_days_from_the_date_of_prepayment_in_accordance_with_clause_2_4_1_of_article_2_of_this_agreement,"4.1. THE SELLER SHALL PROVIDE THE SERVICE WITHIN 180 (ONE HUNDRED EIGHTY) CALENDAR DAYS FROM THE DATE OF PREPAYMENT, IN ACCORDANCE WITH CLAUSE 2.4.1 OF ARTICLE 2 OF THIS AGREEMENT.",1
article_5_packing_and_marking,ARTICLE 5. PACKING AND MARKING.,1
s_5_2_in_the_event_of_damage_loss_rust_and_or_defect_of_the_goods_resulting_from_improper_or_inappropriate_packaging_and_or_handling_of_the_goods_through_the_fault_of_the_seller_or_the_goods_deemed_to_have_a_visual_defect_in_the_material_or_workmanship_of_the_goods_defective_goods_then_upon_acceptance_of_the_buyer_s_claims_in_respect_of_such_defective_goods_the_seller_in_its_sole_discretion_to_choose_one_of_the_following_actions,"5.2. IN THE EVENT OF DAMAGE, LOSS, RUST AND / OR DEFECT OF THE GOODS RESULTING FROM IMPROPER OR INAPPROPRIATE PACKAGING AND / OR HANDLING OF THE GOODS THROUGH THE FAULT OF THE SELLER, OR THE GOODS DEEMED TO HAVE A VISUAL DEFECT IN THE MATERIAL OR WORKMANSHIP OF THE GOODS (""DEFECTIVE GOODS""), THEN, UPON ACCEPTANCE OF THE BUYER'S CLAIMS IN RESPECT OF SUCH DEFECTIVE GOODS, THE SELLER, IN ITS SOLE DISCRETION, TO CHOOSE ONE OF THE FOLLOWING ACTIONS:",1
s_5_3_if_there_are_defects_in_the_quality_of_the_goods_concealed_defects_of_the_goods_identified_upon_receipt_of_the_goods_and_or_during_the_warranty_period_the_buyer_has_the_right_at_the_discretion_of_the_seller_and_by_mutual_agreement_to_choose_one_of_the_following_actions,"5.3. IF THERE ARE DEFECTS IN THE QUALITY OF THE GOODS (""CONCEALED DEFECTS OF THE GOODS"") IDENTIFIED UPON RECEIPT OF THE GOODS AND/OR DURING THE WARRANTY PERIOD, THE BUYER HAS THE RIGHT, AT THE DISCRETION OF THE SELLER AND BY MUTUAL AGREEMENT, TO CHOOSE ONE OF THE FOLLOWING ACTIONS:",1
s_5_6_in_case_of_inappropriate_supply_of_the_goods_short_shipment_defective_items_the_seller_at_its_own_account_including_all_expenses_for_customs_procedures_shall_replace_such_inappropriately_delivered_goods_by_adequate_ones_on_ddp_samarkand_uzbekistan_delivery_terms_within_90_ninety_calendar_days_from_the_date_of_buyer_s_submission_of_claim_letter_in_special_cases_the_buyer_has_right_to_request_delivery_of_such_short_shipped_and_or_replacement_goods_in_shorter_period_and_the_seller_is_obliged_to_fulfil_the_requested_delivery_the_buyer_must_inform_the_seller_about_such_request_on_quick_delivery_in_advance_when_submitting_a_claim_letter,"5.6. IN CASE OF INAPPROPRIATE SUPPLY OF THE GOODS (SHORT-SHIPMENT, DEFECTIVE ITEMS) THE SELLER AT ITS OWN ACCOUNT (INCLUDING ALL EXPENSES FOR CUSTOMS PROCEDURES) SHALL REPLACE SUCH INAPPROPRIATELY DELIVERED GOODS BY ADEQUATE ONES ON DDP-SAMARKAND, UZBEKISTAN DELIVERY TERMS, WITHIN 90 (NINETY) CALENDAR DAYS FROM THE DATE OF BUYER’S SUBMISSION OF CLAIM LETTER. IN SPECIAL CASES THE BUYER HAS RIGHT TO REQUEST DELIVERY OF SUCH SHORT-SHIPPED AND/OR REPLACEMENT GOODS IN SHORTER PERIOD, AND THE SELLER IS OBLIGED TO FULFIL THE REQUESTED DELIVERY. THE BUYER MUST INFORM THE SELLER ABOUT SUCH REQUEST ON QUICK DELIVERY IN ADVANCE WHEN SUBMITTING A CLAIM LETTER.",1
s_6_1_the_seller_warrants_that_the_goods_are_new_and_free_from_defects_have_been_manufactured_with_due_skill_and_from_high_quality_materials_and_under_normal_conditions_of_use_will_not_show_defects_caused_by_faulty_design_manufacturing_or_defects_in_materials,"6.1. THE SELLER WARRANTS THAT THE GOODS ARE NEW AND FREE FROM DEFECTS, HAVE BEEN MANUFACTURED WITH DUE SKILL AND FROM HIGH QUALITY MATERIALS, AND UNDER NORMAL CONDITIONS OF USE WILL NOT SHOW DEFECTS CAUSED BY FAULTY DESIGN, MANUFACTURING OR DEFECTS IN MATERIALS.",1
s_7_3_the_parties_shall_be_released_from_liability_for_partial_or_full_failure_to_fulfil_their_obligations_under_this_agreement_if_such_failure_is_a_consequence_of_circumstances_arising_beyond_the_will_and_control_of_the_parties_force_majeure,"7.3. THE PARTIES SHALL BE RELEASED FROM LIABILITY FOR PARTIAL OR FULL FAILURE TO FULFIL THEIR OBLIGATIONS UNDER THIS AGREEMENT, IF SUCH FAILURE IS A CONSEQUENCE OF CIRCUMSTANCES ARISING BEYOND THE WILL AND CONTROL OF THE PARTIES (FORCE MAJEURE).",1
s_7_5_in_case_of_non_delivery_under_delivery_non_provision_of_goods_and_or_services_the_seller_shall_at_the_first_request_of_the_buyer_return_the_amount_of_prepaid_goods_and_or_services_within_the_terms_agreed_upon_by_the_buyer_if_the_goods_and_or_service_are_partially_delivered_in_such_case_the_seller_shall_refund_the_money_in_proportion_to_the_undelivered_goods_and_or_service,"7.5. IN CASE OF NON-DELIVERY/UNDER-DELIVERY/NON-PROVISION OF GOODS AND/OR SERVICES, THE SELLER SHALL, AT THE FIRST REQUEST OF THE BUYER, RETURN THE AMOUNT OF PREPAID GOODS AND/OR SERVICES WITHIN THE TERMS AGREED UPON BY THE BUYER. IF THE GOODS AND/OR SERVICE ARE PARTIALLY DELIVERED, IN SUCH CASE THE SELLER SHALL REFUND THE MONEY IN PROPORTION TO THE UNDELIVERED GOODS AND/OR SERVICE.",1
article_8_force_majeure,ARTICLE 8. FORCE MAJEURE,1
s_9_1_when_fulfilling_their_obligations_under_this_contract_agreement_the_parties_their_affiliates_employees_or_intermediaries_do_not_pay_do_not_offer_to_pay_and_do_not_allow_the_payment_of_any_monetary_funds_or_values_directly_or_indirectly_to_any_persons_to_influence_the_actions_or_decisions_of_these_persons_in_order_to_obtain_any_unlawful_advantages_or_to_achieve_other_unlawful_goals,"9.1. WHEN FULFILLING THEIR OBLIGATIONS UNDER THIS CONTRACT / AGREEMENT, THE PARTIES, THEIR AFFILIATES, EMPLOYEES OR INTERMEDIARIES DO NOT PAY, DO NOT OFFER TO PAY AND DO NOT ALLOW THE PAYMENT OF ANY MONETARY FUNDS OR VALUES, DIRECTLY OR INDIRECTLY, TO ANY PERSONS TO INFLUENCE THE ACTIONS OR DECISIONS OF THESE PERSONS IN ORDER TO OBTAIN ANY UNLAWFUL ADVANTAGES OR TO ACHIEVE OTHER UNLAWFUL GOALS.",1
article_10_other_clauses,ARTICLE 10. OTHER CLAUSES,1
s_10_2_this_contract_comes_into_force_being_subject_to_signing_of_present_contract_by_the_parties,10.2. THIS CONTRACT COMES INTO FORCE BEING SUBJECT TO SIGNING OF PRESENT CONTRACT BY THE PARTIES.,1
article_11_legal_addresses_and_requisites_of_the_parties,ARTICLE 11. LEGAL ADDRESSES AND REQUISITES OF THE PARTIES,1
внешнеэкономический_договор_контракт,ВНЕШНЕЭКОНОМИЧЕСКИЙ ДОГОВОР (КОНТРАКТ),1
s_1_предмет_договора_и_объем_поставки,1. ПРЕДМЕТ ДОГОВОРА И ОБЪЕМ ПОСТАВКИ,1
s_3_срок_поставки_3_1_отгрузка_товара_по_настоящему_договору_должна_быть_произведена_не_позднее_15_дней_со_дня_получения_депозита_продавцом,3. СРОК ПОСТАВКИ / 3.1. ОТГРУЗКА ТОВАРА ПО НАСТОЯЩЕМУ ДОГОВОРУ ДОЛЖНА БЫТЬ ПРОИЗВЕДЕНА НЕ ПОЗДНЕЕ 15 ДНЕЙ СО ДНЯ ПОЛУЧЕНИЯ ДЕПОЗИТА ПРОДАВЦОМ.,1
s_3_4_поставка_товара_по_данному_контракту_осуществляется_согласно_условиям_инкотермс_2010_которые_указываются_в_коммерческом_инвойсе_при_каждой_поставке_товара,"3.4. ПОСТАВКА ТОВАРА ПО ДАННОМУ КОНТРАКТУ ОСУЩЕСТВЛЯЕТСЯ СОГЛАСНО УСЛОВИЯМ «ИНКОТЕРМС-2010», КОТОРЫЕ УКАЗЫВАЮТСЯ В КОММЕРЧЕСКОМ ИНВОЙСЕ ПРИ КАЖДОЙ ПОСТАВКЕ ТОВАРА.",1
s_4_2_продавец_несет_ответственность_перед_покупателем_за_повреждение_или_поломку_груза_вследствие_ненадлежащей_упаковки,4.2. ПРОДАВЕЦ НЕСЕТ ОТВЕТСТВЕННОСТЬ ПЕРЕД ПОКУПАТЕЛЕМ ЗА ПОВРЕЖДЕНИЕ ИЛИ ПОЛОМКУ ГРУЗА ВСЛЕДСТВИЕ НЕНАДЛЕЖАЩЕЙ УПАКОВКИ.,1
s_4_5_маркировка_должна_быть_написана_четко_несмываемой_краской_на_английском_языке_и_включать_следующее,"4.5. МАРКИРОВКА ДОЛЖНА БЫТЬ НАПИСАНА ЧЕТКО, НЕСМЫВАЕМОЙ КРАСКОЙ НА АНГЛИЙСКОМ ЯЗЫКЕ И ВКЛЮЧАТЬ СЛЕДУЮЩЕЕ:",1
s_5_отгрузка,5. ОТГРУЗКА,1
s_8_гарантии_8_1_продавец_гарантирует,8. ГАРАНТИИ / 8.1. ПРОДАВЕЦ ГАРАНТИРУЕТ:,1
s_8_4_замененный_дефектный_товар_или_части_возвращаются_продавцу_по_его_требованию_и_за_его_счет_в_срок_согласованный_сторонами_все_транспортные_и_другие_расходы_связанные_с_возвратом_и_или_заменой_дефектных_предметов_несет_продавец,"8.4. ЗАМЕНЕННЫЙ ДЕФЕКТНЫЙ ТОВАР ИЛИ ЧАСТИ ВОЗВРАЩАЮТСЯ ПРОДАВЦУ ПО ЕГО ТРЕБОВАНИЮ И ЗА ЕГО СЧЕТ В СРОК, СОГЛАСОВАННЫЙ СТОРОНАМИ. ВСЕ ТРАНСПОРТНЫЕ И ДРУГИЕ РАСХОДЫ, СВЯЗАННЫЕ С ВОЗВРАТОМ И / ИЛИ ЗАМЕНОЙ ДЕФЕКТНЫХ ПРЕДМЕТОВ, НЕСЕТ ПРОДАВЕЦ.",1
s_9_4_сторона_желающая_передать_спор_разногласие_на_рассмотрение_суда_должна_известить_об_этом_другую_сторону_заказным_письмом_указав_в_нем_имя_фамилию_и_адрес_выбранного_ею_суда_который_находиться_на_территории_украины_а_также_предмет_спора_дату_и_номер_контракта,"9.4. СТОРОНА, ЖЕЛАЮЩАЯ ПЕРЕДАТЬ СПОР (РАЗНОГЛАСИЕ) НА РАССМОТРЕНИЕ СУДА, ДОЛЖНА ИЗВЕСТИТЬ ОБ ЭТОМ ДРУГУЮ СТОРОНУ ЗАКАЗНЫМ ПИСЬМОМ, УКАЗАВ В НЕМ ИМЯ, ФАМИЛИЮ И АДРЕС, ВЫБРАННОГО ЕЮ СУДА, КОТОРЫЙ НАХОДИТЬСЯ НА ТЕРРИТОРИИ УКРАИНЫ, А ТАКЖЕ ПРЕДМЕТ СПОРА, ДАТУ И НОМЕР КОНТРАКТА.",1
